cSectionStatus,courseNumber,courseTitle,crn,department,description,distDesg,finalExam,instructorList,instructorUPI,meetingEndTimeList,meetingPattern,meetingPatternLocation,meetingStartTimeList,prerequisites,primXLst,schoolCode,schoolDescription,scndXLst,sectionNumber,sectionStatus,session,shortTitle,subjectCode,subjectNumber,syllabusLink,termCode
A,182,American Economic History,11937,ECON,"<p>The growth of the American economy since 1790, both as a unique historical record and as an illustration of factors in the process of economic development. The American experience viewed in the context of its European background and patterns of industrialization overseas.</p>","['YCSO', 'YCWR', 'YEC2']",27,['Matthew Jaremski'],['17197234'],[],['TTh 2.30-3.45'],['WLH 119'],[],"<p class=""prerequisites"">After introductory microeconomics.</p>",,YC,Yale College,['HIST135'],01,A,,American Economic History,ECON,ECON182,https://yale.instructure.com/courses/99332/assignments/syllabus,202403
A,135,Introduction to Probability and Statistics,12608,ECON,"<p>Foundations of mathematical statistics: probability theory, distribution theory, parameter estimation, hypothesis testing, regression, and computer programming. Recommended for students considering graduate study in economics.</p>","['YCQR', 'YCSO', 'YEC5', 'YEC9', 'YECC']",37,['Yusuke Narita'],['17134317'],[],['MW 4.00-5.15'],['WTS A30'],[],"<p class=""prerequisites"">Prerequisites: Introductory microeconomics and MATH 118 or MATH 120 and MATH 222; or MATH 120 and MATH 225.</p>",,YC,Yale College,[],01,A,,Intro Probability & Statistics,ECON,ECON135,https://yale.instructure.com/courses/99741/assignments/syllabus,202403
A,407,International Finance,12821,ECON,"<p>A study of the implications of increasing integration of the world economy, through international trade, multinational production, and financial markets.&#160; Topics include foreign exchange markets, capital flows, trade and current account imbalances, coordination of monetary and fiscal policy in a global economy, financial crises and their links to sovereign debt crises and currency devaluations.&#160;</p>","['YCSO', 'YEC4', 'YECF']",32,['Ana Fieler'],['17614584'],[],['MW 9.00-10.15'],['WLH 117'],[],"<p class=""prerequisites"">Prerequisite: intermediate macroeconomics or equivalent.</p>",,YC,Yale College,['GLBL310'],01,A,,International Finance,ECON,ECON407,https://yale.instructure.com/courses/99863/assignments/syllabus,202403
A,449,The Economic Analysis of Conflict,12823,ECON,"<p>In this course we apply microeconomic techniques, theoretical and empirical, to the analysis of internal violent conflict, including civil wars, terrorism and insurgencies, its causes and consequences. Topics include forced migration, ethnic conflict, long-term consequences of war and individual choices to participate in violence. Readings comprise frontier research papers and students will learn to critically engage with cutting-edge research designs.</p>","['YCSO', 'YEC2', 'YECP', 'YEPA']",0,['Gerard Padro'],['17502112'],[],['W 9.25-11.15'],['WLH 209'],[],"<p class=""prerequisites"">Prerequisites: Intermediate econometrics</p>",,YC,Yale College,"['EP&E244', 'PLSC374']",01,A,,Economic Analysis of Conflict,ECON,ECON449,https://yale.instructure.com/courses/99864/assignments/syllabus,202403
A,108,Quantitative Foundations of Microeconomics,12829,ECON,<p>Introductory microeconomics with a special emphasis on quantitative methods and examples. Intended for students with limited or no experience with calculus.</p>,"['YCQR', 'YCSO', 'YEC6', 'YECI']",64,['Tolga Koker'],['12391832'],[],"['TTh 11.35-12.50', 'F 9.25-10.15']","['WLH 114', 'WLH 113']",[],"<p class=""prerequisites"">Enrollment limited.&#160; May not be taken after ECON 110 or 115.</p>",,YC,Yale College,[],01,A,,QuantitativeFoundatnsMicroecon,ECON,ECON108,https://yale.instructure.com/courses/99868/assignments/syllabus,202403
A,110,An Introduction to Microeconomic Analysis,12830,ECON,"<p>Similar to ECON 115, but taught as a lecture discussion with limited enrollment.</p>","['YCQR', 'YCSO', 'YEC6', 'YECI']",64,['Tolga Koker'],['12391832'],[],['TTh 2.30-3.45'],['WLH 114'],[],"<p class=""prerequisites"">Enrollment limited to first-years and sophomores.&#160; May not be taken after ECON 108 or 115.</p>",,YC,Yale College,[],03,A,,Intro Microeconomic Analysis,ECON,ECON110,https://yale.instructure.com/courses/99869/assignments/syllabus,202403
A,110,An Introduction to Microeconomic Analysis,12831,ECON,"<p>Similar to ECON 115, but taught as a lecture discussion with limited enrollment.</p>","['YCQR', 'YCSO', 'YEC6', 'YECI']",64,['Maria Saez Marti'],['17217651'],[],['MW 11.35-12.50'],['LC 317'],[],"<p class=""prerequisites"">Enrollment limited to first-years and sophomores.&#160; May not be taken after ECON 108 or 115.</p>",,YC,Yale College,[],04,A,,Intro Microeconomic Analysis,ECON,ECON110,https://yale.instructure.com/courses/99870/assignments/syllabus,202403
A,116,Introductory Macroeconomics,12832,ECON,"<p>This course is an introduction to macroeconomics. We begin by asking why some countries produce so much more output than others. We investigate the role of savings and investment, research and development, and the economic institutions that determine them. We then ask what determines&#160;output, unemployment, inflation, and interest rates over time, why they fluctuate over time, and how policymakers affect them.</p>","['YCSO', 'YECI', 'YECM']",64,"['Michael Peters', 'Giuseppe Moscarini']","['14476406', '10016184']",[],['MW 11.35-12.50'],['LC 102'],[],"<p class=""prerequisites"">May not be taken after ECON 111. Prerequisite: ECON 108, 110, or 115.&#160;</p>",,YC,Yale College,[],01,A,,Introductory Macroeconomics,ECON,ECON116,https://yale.instructure.com/courses/99871/assignments/syllabus,202403
A,117,Introduction to Data Analysis and Econometrics,12833,ECON,"<p>Introduction to data analysis from the beginning of the econometrics sequence; exposure to modern empirical economics; and development of credible economic analysis. This course emphasizes working directly and early with data, through such economic examples as studies of environmental/natural resource economics, intergenerational mobility, discrimination, and finance. Topics include: probability, statistics, and sampling; selection, causation and causal inference; regression and model specification; and machine learning and big data.</p>","['YCQR', 'YCSO', 'YEC5', 'YEC9', 'YECC']",26,['Guillermo Noguera'],['17382721'],[],['TTh 1.00-2.15'],['LC 102'],[],"<p class=""prerequisites"">Prerequisites: ECON 108, 110, 115, or equivalent and familiarity with single variable calculus. Students who have taken ECON 131 may not receive major credit for this course.</p>",,YC,Yale College,[],02,A,,IntroDataAnalysis&Econometrics,ECON,ECON117,https://yale.instructure.com/courses/99872/assignments/syllabus,202403
A,122,Intermediate Macroeconomics,12838,ECON,"<p>Contemporary theories of employment, finance, money, business fluctuations, and economic growth. Their implications for monetary and fiscal policy. Emphasis on empirical studies, financial and monetary crises, and recent policies and problems.</p>","['YCQR', 'YCSO', 'YECC', 'YECM']",34,['Zhen Huo'],['17033575'],[],"['MW 11.35-12.50', '1 HTBA WLH 201']","['WLH 201', '1 HTBA WLH 201']",[],"<p class=""prerequisites"">After two terms of introductory economics and completion of the Math 112 or higher.</p>",,YC,Yale College,[],01,A,,Intermediate Macroeconomics,ECON,ECON122,https://yale.instructure.com/courses/99874/assignments/syllabus,202403
A,125,Microeconomic Theory,12839,ECON,"<p>Similar to ECON 121 but with a more intensive treatment of consumer and producer theory, and covering additional topics including choice under uncertainty, game theory, contracting under hidden actions or hidden information, externalities and public goods, and general equilibrium theory. Recommended for students considering graduate study in economics.</p>","['YCQR', 'YCSO', 'YEC6', 'YECC']",22,['Tangren Feng'],['25532261'],[],['TTh 9.00-10.15'],['LUCE 202'],[],"<p class=""prerequisites"">After introductory economics, and MATH 118 or 120 or equivalent. May not be taken after ECON 121.</p>",,YC,Yale College,[],01,A,,Microeconomic Theory,ECON,ECON125,,202403
A,251,Financial Economics,12840,ECON,"<p>Introduction to the economic analysis of investment decisions and financial markets. Topics include time discounting, portfolio choice, equilibrium pricing, arbitrage, market efficiency, equity valuation, fixed-income securities, derivative pricing, and financial intermediation.</p>","['YCQR', 'YCSO', 'YECF']",26,['Kaushik Vasudevan'],['17266424'],[],['TTh 1.00-2.15'],['WLH 201'],[],"<p class=""prerequisites"">Prerequisite: Introductory microeconomics.</p>",,YC,Yale College,[],01,A,,Financial Economics,ECON,ECON251,https://yale.instructure.com/courses/99876/assignments/syllabus,202403
A,350,Mathematical Economics: General Equilibrium Theory,12841,ECON,"<p>An introduction to general equilibrium theory and its application to finance and the theory of money.&#160;Recommended for students considering graduate study in economics, or a career in quantitative finance.</p>","['YCQR', 'YCSO', 'YEC6']",34,['John Geanakoplos'],['10398225'],[],['MW 11.35-12.50'],['WLH 116'],[],"<p class=""prerequisites"">Prerequisites: After MATH 118 or 120, and intermediate microeconomics.</p>",,YC,Yale College,[],01,A,,General Equilibrium Theory,ECON,ECON350,https://yale.instructure.com/courses/99877/assignments/syllabus,202403
A,110,An Introduction to Microeconomic Analysis,12903,ECON,"<p>Similar to ECON 115, but taught as a lecture discussion with limited enrollment.</p>","['YCQR', 'YCSO', 'YEC6', 'YECI']",64,['Tolga Koker'],['12391832'],[],['TTh 1.00-2.20'],['WLH 114'],[],"<p class=""prerequisites"">Enrollment limited to first-years and sophomores.&#160; May not be taken after ECON 108 or 115.</p>",,YC,Yale College,[],02,A,,Intro Microeconomic Analysis,ECON,ECON110,https://yale.instructure.com/courses/99927/assignments/syllabus,202403
A,467,Economic Evolution of the Latin American and Caribbean Countries,12967,ECON,"<p>Economic evolution and prospects of the Latin American and Caribbean (LAC) countries. Topics include the period from independence to the 1930s;&#160;import substitution and industrialization to the early 1980s; the debt crisis and the ""lost decade""; reform and disappointment in the late 1980s and the 1990s; exploration of selected episodes in particular countries; and speculations about the future.</p>",['YCSO'],32,['Ernesto Zedillo'],['11625115'],[],['M 9.25-11.15'],['WTS B74'],[],"<p class=""prerequisites"">Prerequisities: intermediate microeconomics and macroeconomics.</p>",GLBL307,YC,Yale College,['MGT606'],01,A,,EconEvolutn:LatnAmer&Caribbean,ECON,ECON467,https://yale.instructure.com/courses/99963/assignments/syllabus,202403
A,434,Labor Economics: Inequality and Social Mobility,12979,ECON,"<p>The objective of this advanced course is to study various aspects of inequality and social mobility and to understand their trends over time and their drivers. Although we briefly study some international comparisons, the focus of the course is inequality in the US and, to a less extent, the UK. We consider inequalities among different countries only tangentially.</p>","['YCSO', 'YEC8', 'YECL']",0,['Orazio Attanasio'],['24089879'],[],['TTh 9.00-10.15'],['WLH 013'],[],"<p class=""prerequisites"">Prerequisites: ECON 121 and Econometrics.</p>",,YC,Yale College,[],01,A,,LaborEcon:Ineq&SocialMobility,ECON,ECON434,https://yale.instructure.com/courses/99977/assignments/syllabus,202403
A,426,"Discrimination in Law, Theory, and Practice",13219,ECON,<p>How law and economic theory define and conceptualize economic discrimination; whether economic models adequately describe behaviors of discriminators as documented in court cases and government hearings; the extent to which economic theory and econometric techniques aid our understanding of actual marketplace discrimination. This course was formerly listed as ECON 475.</p>,"['YEC7', 'YECW']",0,['Gerald Jaynes'],['10399398'],[],"['TTh 2.30-3.45', '1 HTBA WLH 117']","['WLH 117', '1 HTBA WLH 117']",[],"<p class=""prerequisites"">Prerequisites: introductory microeconomics and at least one additional course in Economics, African American Studies, Ethnicity, Race, and Migration, or Women's, Gender, and Sexuality Studies.</p>",,YC,Yale College,['EP&E286'],01,A,,DiscrimnatnInLawTheory&Practce,ECON,ECON426,https://yale.instructure.com/courses/100161/assignments/syllabus,202403
A,454,Topics in Economic Inequality,14716,ECON,"<p>The course covers topics in economic inequality including attitudes towards inequality and support for redistribution, gender, household formation, and decision making, and the measurement of inequality across individuals and groups of individuals. We start by discussing some possible justifications for economic inequality, drawing on research in economics as well as philosophy. We then turn to discuss the evidence of what people prefer and believe about inequality, including their possible justifications for economic inequality. We discuss the views and beliefs of general populations across the globe. We further aim to relate these views and beliefs to political support for redistribution and welfare policies more generally. Gender inequalities in earnings may have historical roots and may persist because of contemporary norms supporting that men should be the breadwinners in the family. We discuss the prevalence of such norms. We also discuss possible gender differences in willingness to compete, willingness to take risks, and preferences for job-life versus family life. We then turn to a discussion of discrimination in the labor market using global data as empirical evidence. Household formation may affect gender inequalities and gender inequalities may affect household formation. We discuss models of the marriage market and some empirical evidence. We further discuss the efficiency of welfare policies targeting families, and how the focus on whether gender targeting is beneficial or not.</p>",['YCSO'],50,['Ingvild Almas'],['25161950'],[],"['Th 9.25-11.15', '1 HTBA WLH 209']","['WLH 209', '1 HTBA WLH 209']",[],"<p class=""prerequisites"">Intermediate Micro (Econ 121) and Econometrics (117) or equivalent. Based on these pre-requisites, working knowledge of calculus, as well as some statistics, including basic knowledge about statistical hypotheses testing and more are beneficial.</p>",,YC,Yale College,[],01,A,,Topics in Economic Inequality,ECON,ECON454,https://yale.instructure.com/courses/100857/assignments/syllabus,202403
A,110,Elementary Swedish I,12253,GMAN,"<p>The goal of this course is to introduce students to the Swedish language as it is spoken in Sweden today. The main focus is on the development of basic language skills. The class will, however, also introduce important aspects of contemporary Swedish culture, society and traditions, geography, historical figures and events. A variety of different resources, such as Internet and authentic texts, are used.</p>",['YCL1'],0,[],[],[],['MW 10.10-12.00'],['DOW B-07'],[],,,YC,Yale College,[],01,A,,Elementary Swedish I,SWED,SWED110,,202403
A,149,Jews and the World: From the Bible through Early Modern Times,10360,MMES,"<p>A broad introduction to the history of the Jews from biblical beginnings until the European Reformation and the Ottoman Empire. Focus on the formative period of classical rabbinic Judaism and on the symbiotic relationships among Jews, Christians, and Muslims. Jewish society and culture in its biblical, rabbinic, and medieval settings. Counts toward either European or non-Western distributional credit within the History major, upon application to the director of undergraduate studies.</p>","['PREI', 'YCHU']",24,['Ivan Marcus'],['10252518'],[],['TTh 11.35-12.50'],['HQ 227'],[],,HIST596,YC,Yale College,"['RLST773', 'ER&M219', 'MDVL596', 'JDST200', 'RLST148', 'JDST761']",01,A,,Jews and the World,MMES,MMES149,https://yale.instructure.com/courses/98359/assignments/syllabus,202403
A,342,"Medieval Jews, Christians, and Muslims In Conversation",10365,MMES,"<p>How members of Jewish, Christian, and Muslim communities thought of and interacted with members of the other two cultures during the Middle Ages. Cultural grids and expectations each imposed on the other; the rhetoric of otherness—humans or devils, purity or impurity, and animal imagery; and models of religious community and power in dealing with the other when confronted with cultural differences. Counts toward either European or Middle Eastern distributional credit within the History major, upon application to the director of undergraduate studies.</p>","['PREI', 'YCHU', 'YCWR']",0,['Ivan Marcus'],['10252518'],[],['T 1.30-3.20'],['HQ C05'],[],,HIST232J,YC,Yale College,"['RLST201', 'HUMS443', 'JDST270']",01,A,,MedievalJewsChristians&Muslims,MMES,MMES342,https://yale.instructure.com/courses/98374/assignments/syllabus,202403
A,456,Art and Politics in the Modern Middle East,10438,MMES,"<p>Political ideologies have either unified the modern Middle East, such as Pan-Arabism of the 1960s and Islamism of the 1980s, or caused deep ruptures, such as Zionism and sectarianism. Examination of the art and architectural productions that have gone hand-in-hand with these political developments from the nineteenth century until present day. Poetic, visual, and urban interventions document the profound changes that have defined the countries of this region, while connecting them to political movements throughout the world.</p>","['YCHU', 'YCWR']",50,['Kishwar Rizvi'],['10531250'],[],['T 1.30-3.20'],['LORIA 360'],[],,HSAR456,YC,Yale College,[],01,A,,ArtandRevolutionModernMidEast,MMES,MMES456,https://yale.instructure.com/courses/98538/assignments/syllabus,202403
A,215,"The Arabian Nights, Then and Now",10506,MMES,"<p>The medieval cycle of tales known as The Arabian Nights or The Thousand and One Nights is among the most beloved and influential story collections of world literature. It is an “ocean” of tales that has much to teach us about how stories work, whether they must come to an end, and our apparently bottomless desire to hear them. We will spend the semester in the company of genies and princes, thieves and slaves, mass murderers, detectives, and orientalists. We will also explore the ways in which the stories of the Nights have been adapted by later writers, such as Djebbar, Stevenson, Conan Doyle, and Mahfouz, as well as by filmmakers such Pasolini and—of course—Walt Disney. The course is intended to introduce students to the major tales of the Nights and to the classical Arabic literary tradition more broadly. It also seeks to develop their skills of close reading and analysis, particularly through a consideration of literary and filmic adaptations.</p>",['YCHU'],50,['Robyn Creswell'],['15350240'],[],"['MW 11.35-12.50', '1 HTBA LC 211']","['LC 211', '1 HTBA LC 211']",[],,LITR318,YC,Yale College,"['HUMS206', 'ENGL191', 'NELC201']",01,A,,Arabian Nights,MMES,MMES215,https://yale.instructure.com/courses/98687/assignments/syllabus,202403
A,172,Yemeni Literature & Culture,10614,MMES,"<p>This seminar introduces students to a variety of Yemeni novels, short stories, poetry, history, movies, songs, and culture. We delve deeply into the major Arabic literary styles, in their forms of poetry, prose, movies, and series. A general sense of the transitional period between past and present in the modern era. Students are expected to read the material at home and prepare for class discussions. Students grasp some sense of Yemeni history as well as literature in general.</p>",['YCL5'],50,['Muhammad Aziz'],['12272764'],[],['MW 1.00-2.15'],['WALL82 103'],[],"<p class=""prerequisites"">Prerequisite: ARBC 151.</p>",ARBC178,YC,Yale College,[],01,A,,Yemeni Literature & Culture,MMES,MMES172,https://yale.instructure.com/courses/98286/assignments/syllabus,202403
A,168,Contemporary Israeli Society in Film,10623,MMES,"<p>Examination of major themes in Israeli society through film, with emphasis on language study. Topics include migration, gender and sexuality, Jewish/Israeli identity, and private and collective memory. Readings in Hebrew and English provide a sociohistorical background and bases for class discussion.</p>","['YCHU', 'YCL5']",50,['Shiri Goren'],['12331737'],[],['MW 2.30-3.45'],['HQ 225'],[],"<p class=""prerequisites"">Prerequisites: HEBR 140 or permission of instructor.</p>",HEBR158,YC,Yale College,"['HEBR505', 'JDST305']",01,A,,Contemp IsraeliSociety in Film,MMES,MMES168,https://yale.instructure.com/courses/98525/assignments/syllabus,202403
A,159,Conversational Hebrew: Israeli Media,10626,MMES,"<p>An advanced Hebrew course for students interested in practicing and enhancing conversational skills. Focus on listening comprehension and on various forms of discussion, including practical situations, online interactions, and content analysis.</p>
",['YCL5'],50,['Shiri Goren'],['12331737'],[],['MW 11.35-12.50'],['HQ 213'],[],"<p class=""prerequisites"">Prerequisite: HEBR 140 or permission of instructor.</p>",HEBR159,YC,Yale College,"['JDST409', 'HEBR510']",01,A,,ConvrsatnlHebrew:Israeli Media,MMES,MMES159,https://yale.instructure.com/courses/98243/assignments/syllabus,202403
A,300,Introduction to Modern Central Asia,10735,MMES,"<p>An overview of the history of modern Central Asia—modern-day Kazakhstan, Kyrgyzstan, Turkmenistan, Turkmenistan, Tajikistan, Uzbekistan, and the Xinjiang Uyghur Autonomous Region of the People’s Republic of China. This course shows Central Asia to be a pivotal participant in some of the major global issues of the 20th and 21st centuries, from environmental degradation and Cold War, to women’s emancipation and postcolonial nation-building, to religion and the rise of mass society. It also includes an overview of the region’s longer history, of the conquests by the Russian and Chinese empires, the rise of Islamic modernist reform movements, the Bolshevik victory, World War II, the <em>perestroika</em>, and the projects of post-Soviet nation-building. Readings in history are supplemented by such primary sources as novels and poetry, films and songs, government decrees, travelogues, courtly chronicles, and the periodical press. All readings and discussions in English.</p>",['YCHU'],36,['Claire Roosien'],['12602122'],[],['MW 1.00-2.15'],['HQ C03'],[],,RUSS329,YC,Yale College,"['HIST398J', 'RSEE329']",01,A,,Intro to Modern Ctr Asia,MMES,MMES300,https://yale.instructure.com/courses/98681/assignments/syllabus,202403
A,430,Gender and Citizenship in the Middle East,11068,MMES,"<p>This seminar explores the complex interplay between gender, sexuality, and citizenship in the Middle East and North Africa. We examine how they are both shaped by and shape experiences of nationality, migration, and statelessness. Highlighting how gender and sexual minorities, and the gendered regulation of life, more broadly, both animate and contest colonial legacies tied to a racialized notion of “modernity.” Through ethnography, history, and literature, students confront a political economy of intimacies that continuously reshape what it means to be or not to be a citizen. Our approach extends beyond borders and laws to include the everyday acts of citizenship that rework race, religion, and ethnicity across transnational fronts. We discuss how people navigate their lives in the everyday, from the ordinary poetry of identity and belonging to the spectacular drama of war and conflict. Our goal is to challenge orientalist legacies that dismiss theoretical insights from scholarship on and from this region by labeling it as focused on exceptional cases instead of addressing “universal” issues. Instead, we take seriously that the specific historical and social contexts of the Middle East and North Africa reveal how connections based on gender and sexuality within and across families and social classes are deeply entwined with racial narratives of state authority and political sovereignty on a global scale.</p>",['YCSO'],0,['Eda Pepi'],['17310182'],[],['T 1.30-3.20'],['HQ C11'],[],,WGSS430,YC,Yale College,['ANTH441'],01,A,,Gender & Citizenship in MENA,MMES,MMES430,https://yale.instructure.com/courses/98833/assignments/syllabus,202403
A,171,The Islamic Near East from Muhammad to the Mongol Invasion,12600,MMES,<p>The shaping of society and polity from the rise of Islam to the Mongol conquest of Baghdad in 1258. The origins of Islamic society; conquests and social and political assimilation under the Umayyads and Abbasids; the changing nature of political legitimacy and sovereignty under the caliphate; provincial decentralization and new sources of social and religious power.</p>,['YCHU'],50,['Kevin van Bladel'],['10403835'],[],"['MW 1.00-2.15', '1 HTBA HQ 227']","['HQ 227', '1 HTBA HQ 227']",[],,NELC632,YC,Yale College,['MDVL802'],01,A,,IslamcNearEastMuhammad-Mongols,MMES,MMES171,https://yale.instructure.com/courses/99735/assignments/syllabus,202403
A,389,Comparative settler geographies,13162,MMES,"<p>This advanced undergraduate seminar delves into theories and comparative studies of recent and contemporary settler colonial geographies to ask the following questions: 1) What are the key characteristics of settler colonial geographies and (how) are they distinct from colonial geographies? &#160;2) What are the intellectual and political stakes of applying settler colonialism as an analytical lens? 3) How does comparative analysis deepen or disrupt concepts such as sovereignty, race, and I/indigeneity, especially in a majority world context? 4) How do Indigenous or and/or occupied peoples contest settler cartographies through placemaking and other strategies?&#160;In this seminar, we read key theoretical texts in colonial, postcolonial, settler, Native, and Indigenous studies with an emphasis on global and Southern intervention. Alongside theoretical texts, we focus on four case studies that, to a greater or lesser degree, push the boundaries of settler colonial definitions and concepts: South Africa, Morocco/Western Sahara, Israel/Palestine, and southwestern China and Tibet. Where possible, we invite scholars with expertise in the cases to speak to the class.</p>",['YCSO'],50,['Leslie Gross-Wyrtzen'],['17507501'],[],['Th 9.25-11.15'],['WALL82 101'],[],,AFST389,YC,Yale College,['ER&M417'],01,A,,Settler geographies,MMES,MMES389,https://yale.instructure.com/courses/100114/assignments/syllabus,202403
A,121,International Relations of the Middle East,16096,MMES,"<p>In this course, students develop the tools needed to understand contemporary international relations between the states of the Middle East and North Africa. The course focuses on two fundamental aspects of politics: historical context and strategic incentives. Most weeks focus on major events in a specific country or subregion, developing a historical background for that area and for how those events shaped the region more broadly. We also discuss broader topics that affect the region as a whole, including sectarianism, oil wealth, violent non-state actors, and extraregional powers.</p>",['YCSO'],0,['Katherine Ingram'],['25529983'],[],"['M 3.30-5.20', '1 HTBA WLH 001']","['WLH 001', '1 HTBA WLH 001']",[],,,YC,Yale College,['PLSC121'],01,A,,IR of the Middle East,MMES,MMES121,https://yale.instructure.com/courses/102600/assignments/syllabus,202403
A,210,Hip Hop Music and Culture,12443,YCCS,"<p>The evolution of hip hop music and culture from the 1970s through the 1990s, including graffiti art, b-boying (break dancing), DJ-ing, and MC-ing. Examination of the historical and political contexts in which hip hop culture has taken shape. Attention to questions of race, gender, authenticity, consumption, commodification, globalization, and old-fashioned ""funkiness."" Includes three evening screenings.</p>",[],0,['Nick Conway'],['11895687'],[],['F 3.30-5.20'],['WLH 112'],[],,,YC,Yale College,[],01,A,,Hip Hop Music and Culture,CSBF,CSBF210,,202403
A,313,"Art and Resistance in Belarus, Russia, and Ukraine",10711,SLAV,"<p>This interdisciplinary seminar is devoted to the study of protest art as part of the struggle of society against authoritarianism and totalitarianism. It focuses on the example of the Soviet and post-Soviet transformation of Belarus, Russia, and Ukraine. The period under discussion begins after the death of Stalin in 1953 and ends with the art of protest against the modern post-Soviet dictatorships of Alexander Lukashenka in Belarus and Vladimir Putin in Russia, the protest art of the Ukrainian Maidan and the anti-war movement of artists against the Russian-Ukrainian war.&#160;The course begins by looking at the influence of the “Khrushchev Thaw” on literature and cinema, which opened the way for protest art to a wide Soviet audience. We explore different approaches to protest art in conditions of political unfreedom: ""nonconformism,"" ""dissidence,"" ""mimicry,"" ""rebellion.""&#160;The course investigates the existential conflict of artistic freedom and the political machine of authoritarianism. These themes are explored at different levels through specific examples from the works and biographies of artists. Students immerse themselves in works of different genres: films, songs, performances, plays and literary works.</p>",['YCHU'],0,['Andrei Kureichyk'],['24918102'],[],['T 1.30-3.20'],['WLH 001'],[],,RUSS613,YC,Yale College,"['CPLT689', 'DRAM846', 'THST314', 'E&RS629', 'SLAV613', 'LITR210', 'RUSS313', 'RSEE613']",01,A,,Art Resistance Bel Rus Ukr,SLAV,SLAV313,https://yale.instructure.com/courses/98616/assignments/syllabus,202403
A,101,Heritage and Values of the U.S. Air Force I,11761,USAF,"<p>Introduction to the U.S. Air Force and how it works as a military institution, including an overview of its basic characteristics, missions, and organizations.</p>
<p> Students attend one 50-minute lecture and one 110-minute laboratory each week.</p>
",[],0,['Christopher Goad'],['24848810'],[],['T 7.40-8.30'],['CO493 106'],[],"<p class=""prerequisites"">For enrollment credit only; cannot be applied toward the 36-course-credit requirement for the Yale bachelor's degree. Grades earned in this course do not count toward GPA or eligibility for General Honors.</p>",,YC,Yale College,[],01,A,,Heritage&Values U.S.AirForceI,USAF,USAF101,,202403
A,201,Team and Leadership Fundamentals I,12259,USAF,"<p>This course focuses on laying the foundation for teamwork and leadership, particularly the skills that allow cadets to improve their leadership on a personal level and within a team. The course prepares cadets for their field training experience, where they are able to put the concepts learned into practice. The purpose of this course is to instill a leadership mindset and to motivate sophomore students to transition from AFROTC cadet to AFROTC officer candidate.</p>",[],0,['Christopher Goad'],['24848810'],[],['T 8.30-9.20'],['CO493 106'],[],"<p class=""prerequisites"">For enrollment credit only; cannot be applied toward the 36-course-credit requirement for the Yale bachelor's degree. Grades earned in this course do not count toward GPA or eligibility for General Honors.</p>",,YC,Yale College,[],01,A,,Team&LeadershipFundamentals I,USAF,USAF201,,202403
A,411,Foundations of American Airpower,12558,USAF,"<p>This course is an exploration of the evolution and employment of airpower in the United States military. The course is designed to give students an understanding of what role modern airpower plays in the use of national instruments of power; how American airpower has shaped U.S. grand strategy and vice versa. The course traces the development of airpower doctrine and strategy from World War I to modern day. Applications to deterrence theory, the role of technology, counterinsurgency/counterterrorism, and the “information revolution” are discussed.&#160;</p>",[],50,['Lester Oberg'],['25092352'],[],['T 9.25-11.15'],['WLH 113'],[],,,YC,Yale College,[],01,A,,Foundations American Airpower,USAF,USAF411,https://yale.instructure.com/courses/99696/assignments/syllabus,202403
A,301,Leading People and Effective Communication I,12563,USAF,"<p>Advanced study of leadership concepts and ethics, management and communication skills, and Air Force personnel and evaluation systems. Emphasis on the enhancement of leadership skills. Case studies and exercise of leadership and management techniques in a supervised environment.</p>",[],50,['Nathan Luchini'],['25439016'],[],['T 8.00-10.50'],['WLH 014'],[],"<p class=""prerequisites"">For enrollment credit only; cannot be applied toward the 36-course-credit requirement for the Yale bachelor's degree. Grades earned in this course do not count toward GPA or eligibility for General Honors.</p>",,YC,Yale College,[],01,A,,LeadingPeople&CommunicationI,USAF,USAF301,https://yale.instructure.com/courses/99699/assignments/syllabus,202403
A,264,Aztec Archaeology and Ethnohistory,10049,ARCG,<p>An anthropological and ethnohistorical examination of the Aztec civilization that dominated much of Mexico from the fourteenth century until the Spanish Conquest of 1521.</p>,"['YANA', 'YCSO']",0,['Oswaldo Chinchilla Mazariegos'],['14437629'],[],['TTh 9.00-10.15'],['WTS A48'],[],,,YC,Yale College,"['SPAN404', 'ANTH264']",01,A,,Aztec Archaeology&Ethnohistory,ARCG,ARCG264,https://yale.instructure.com/courses/98306/assignments/syllabus,202403
A,450,Analysis of Lithic Technology,10055,ARCG,"<p>Introduction to the analysis of chipped and ground stone tools, including instruction in manufacturing chipped stone tools from obsidian. Review of the development of stone tool technology from earliest tools to those of historical periods; relevance of this technology to subsistence, craft specialization, and trade. Discussion of the recording, analysis, and drawing of artifacts, and of related studies such as sourcing and use-wear analysis.</p>","['YANA', 'YCSO']",50,['Oswaldo Chinchilla Mazariegos'],['14437629'],[],"['T 1.30-3.20', '1 HTBA HLH51 101']","['HLH51 101', '1 HTBA HLH51 101']",[],,,YC,Yale College,"['ANTH750', 'ANTH450', 'ARCG750']",01,A,,Analysis of Lithic Technology,ARCG,ARCG450,https://yale.instructure.com/courses/98209/assignments/syllabus,202403
